super_opeid,name,type,tier,iclevel,state,parq,share,kq5_cond_parq
2906,Appalachian State University,Public,Selective public,Four-year,NC,5,.46073815,.31683874
2239,Aquinas College,Private Non-profit,Selective private,Four-year,MI,1,.034027312,.1716297
2239,Aquinas College,Private Non-profit,Selective private,Four-year,MI,2,.069324307,.15125263
2239,Aquinas College,Private Non-profit,Selective private,Four-year,MI,3,.19141719,.21774082
2239,Aquinas College,Private Non-profit,Selective private,Four-year,MI,4,.33323264,.22092283
2239,Aquinas College,Private Non-profit,Selective private,Four-year,MI,5,.37199861,.32662955
1346,Arapahoe Community College,Public,Two-year (public and private not-for-profit),Two-year,CO,1,.057288367,.16512364
1346,Arapahoe Community College,Public,Two-year (public and private not-for-profit),Two-year,CO,2,.10765015,.19372495
1346,Arapahoe Community College,Public,Two-year (public and private not-for-profit),Two-year,CO,3,.18125501,.176284
1346,Arapahoe Community College,Public,Two-year (public and private not-for-profit),Two-year,CO,4,.2872293,.19391204
1346,Arapahoe Community College,Public,Two-year (public and private not-for-profit),Two-year,CO,5,.36657712,.23276033
3235,Arcadia University,Private Non-profit,Selective private,Four-year,PA,1,.057861663,.33356515
3235,Arcadia University,Private Non-profit,Selective private,Four-year,PA,2,.11233881,.3706893
3235,Arcadia University,Private Non-profit,Selective private,Four-year,PA,3,.17448887,.38115326
3235,Arcadia University,Private Non-profit,Selective private,Four-year,PA,4,.28678066,.36240348
3235,Arcadia University,Private Non-profit,Selective private,Four-year,PA,5,.36853001,.42742115
21799,Argosy University,Private For-profit,Four-year for-profit,Four-year,CA,1,.066442594,.012867546
21799,Argosy University,Private For-profit,Four-year for-profit,Four-year,CA,2,.12116543,.070066459
21799,Argosy University,Private For-profit,Four-year for-profit,Four-year,CA,3,.20721751,.10876922
21799,Argosy University,Private For-profit,Four-year for-profit,Four-year,CA,4,.3563576,.12291334
21799,Argosy University,Private For-profit,Four-year for-profit,Four-year,CA,5,.24881685,.11880948
35,Arizona State And Northern Arizona University And University Of Arizona,Public,Selective public,Four-year,AZ,1,.049298476,.32008979
35,Arizona State And Northern Arizona University And University Of Arizona,Public,Selective public,Four-year,AZ,2,.091322884,.32802781
35,Arizona State And Northern Arizona University And University Of Arizona,Public,Selective public,Four-year,AZ,3,.14336164,.3447876
35,Arizona State And Northern Arizona University And University Of Arizona,Public,Selective public,Four-year,AZ,4,.21804741,.38021153
35,Arizona State And Northern Arizona University And University Of Arizona,Public,Selective public,Four-year,AZ,5,.49796966,.44981045
1071,Arizona Western College,Public,Two-year (public and private not-for-profit),Two-year,AZ,1,.27479175,.089150235
1071,Arizona Western College,Public,Two-year (public and private not-for-profit),Two-year,AZ,2,.30698606,.11662399
1071,Arizona Western College,Public,Two-year (public and private not-for-profit),Two-year,AZ,3,.19870323,.16430521
1071,Arizona Western College,Public,Two-year (public and private not-for-profit),Two-year,AZ,4,.13221259,.24161062
1071,Arizona Western College,Public,Two-year (public and private not-for-profit),Two-year,AZ,5,.08730644,.26591536
12860,Arkansas Northeastern College,Public,Two-year (public and private not-for-profit),Two-year,AR,1,.30776921,.058292862
12860,Arkansas Northeastern College,Public,Two-year (public and private not-for-profit),Two-year,AR,2,.26734823,.070734322
12860,Arkansas Northeastern College,Public,Two-year (public and private not-for-profit),Two-year,AR,3,.20595385,.14497975
12860,Arkansas Northeastern College,Public,Two-year (public and private not-for-profit),Two-year,AR,4,.1477963,.17933814
12860,Arkansas Northeastern College,Public,Two-year (public and private not-for-profit),Two-year,AR,5,.071132414,.10602939
1090,Arkansas State University,Public,Selective public,Four-year,AR,1,.15929386,.14797316
1090,Arkansas State University,Public,Selective public,Four-year,AR,2,.21508323,.14290214
1090,Arkansas State University,Public,Selective public,Four-year,AR,3,.23135127,.19047818
1090,Arkansas State University,Public,Selective public,Four-year,AR,4,.23489296,.25861388
1090,Arkansas State University,Public,Selective public,Four-year,AR,5,.1593788,.31307125
1091,Arkansas State University - Beebe,Public,Two-year (public and private not-for-profit),Two-year,AR,1,.13748597,.11365198
1091,Arkansas State University - Beebe,Public,Two-year (public and private not-for-profit),Two-year,AR,2,.19968632,.1238435
1091,Arkansas State University - Beebe,Public,Two-year (public and private not-for-profit),Two-year,AR,3,.27161276,.13577797
1091,Arkansas State University - Beebe,Public,Two-year (public and private not-for-profit),Two-year,AR,4,.26908267,.16406992
1091,Arkansas State University - Beebe,Public,Two-year (public and private not-for-profit),Two-year,AR,5,.12213245,.21503766
1089,Arkansas Tech University,Public,Selective public,Four-year,AR,1,.13475393,.15711419
1089,Arkansas Tech University,Public,Selective public,Four-year,AR,2,.20664361,.19978704
1089,Arkansas Tech University,Public,Selective public,Four-year,AR,3,.24561308,.19447523
1089,Arkansas Tech University,Public,Selective public,Four-year,AR,4,.24438335,.24348681
1089,Arkansas Tech University,Public,Selective public,Four-year,AR,5,.16860601,.25261497
1546,Armstrong Atlantic State University,Public,Selective public,Four-year,GA,1,.097965747,.18609446
1546,Armstrong Atlantic State University,Public,Selective public,Four-year,GA,2,.15212697,.19209413
1546,Armstrong Atlantic State University,Public,Selective public,Four-year,GA,3,.22934861,.17449941
1546,Armstrong Atlantic State University,Public,Selective public,Four-year,GA,4,.28047365,.21654487
1546,Armstrong Atlantic State University,Public,Selective public,Four-year,GA,5,.24008495,.26169619
1116,Art Center College Of Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,1,.14908856,.30677685
1116,Art Center College Of Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,2,.13026695,.21056014
1116,Art Center College Of Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,3,.16527221,.36578712
1116,Art Center College Of Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,4,.14875817,.28374323
1116,Art Center College Of Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,5,.40661412,.47091809
20789,Art Institute Of Colorado ,Private For-profit,Four-year for-profit,Four-year,CO,1,.12620264,.13524294
20789,Art Institute Of Colorado ,Private For-profit,Four-year for-profit,Four-year,CO,2,.19818161,.12560596
20789,Art Institute Of Colorado ,Private For-profit,Four-year for-profit,Four-year,CO,3,.18435763,.18917765
20789,Art Institute Of Colorado ,Private For-profit,Four-year for-profit,Four-year,CO,4,.22651473,.18176746
20789,Art Institute Of Colorado ,Private For-profit,Four-year for-profit,Four-year,CO,5,.26474324,.18945494
10195,Art Institute Of Fort Lauderdale ,Private For-profit,Four-year for-profit,Four-year,FL,1,.19660527,.12475055
10195,Art Institute Of Fort Lauderdale ,Private For-profit,Four-year for-profit,Four-year,FL,2,.23544908,.11589976
10195,Art Institute Of Fort Lauderdale ,Private For-profit,Four-year for-profit,Four-year,FL,3,.19644086,.12892561
10195,Art Institute Of Fort Lauderdale ,Private For-profit,Four-year for-profit,Four-year,FL,4,.17487334,.18016323
10195,Art Institute Of Fort Lauderdale ,Private For-profit,Four-year for-profit,Four-year,FL,5,.19663151,.15103984
21171,Art Institute Of Houston ,Private For-profit,Four-year for-profit,Four-year,TX,1,.1710009,.15835603
21171,Art Institute Of Houston ,Private For-profit,Four-year for-profit,Four-year,TX,2,.23132083,.17264901
21171,Art Institute Of Houston ,Private For-profit,Four-year for-profit,Four-year,TX,3,.18362622,.19610675
21171,Art Institute Of Houston ,Private For-profit,Four-year for-profit,Four-year,TX,4,.19914369,.18796824
21171,Art Institute Of Houston ,Private For-profit,Four-year for-profit,Four-year,TX,5,.21490842,.20662953
25256,Art Institute Of New York City ,Private For-profit,Two-year for-profit,Two-year,NY,1,.24446349,.10662801
25256,Art Institute Of New York City ,Private For-profit,Two-year for-profit,Two-year,NY,2,.27279875,.092995279
25256,Art Institute Of New York City ,Private For-profit,Two-year for-profit,Two-year,NY,3,.20058748,.11005554
25256,Art Institute Of New York City ,Private For-profit,Two-year for-profit,Two-year,NY,4,.14373477,.17915718
25256,Art Institute Of New York City ,Private For-profit,Two-year for-profit,Two-year,NY,5,.13841546,.24796957
8350,Art Institute Of Philadelphia ,Private For-profit,Four-year for-profit,Four-year,PA,1,.12081274,.124337
8350,Art Institute Of Philadelphia ,Private For-profit,Four-year for-profit,Four-year,PA,2,.1879444,.17092501
8350,Art Institute Of Philadelphia ,Private For-profit,Four-year for-profit,Four-year,PA,3,.23388436,.16620311
8350,Art Institute Of Philadelphia ,Private For-profit,Four-year for-profit,Four-year,PA,4,.22407617,.22587381
8350,Art Institute Of Philadelphia ,Private For-profit,Four-year for-profit,Four-year,PA,5,.23328224,.20225038
40513,Art Institute Of Phoenix ,Private For-profit,Four-year for-profit,Four-year,KY,1,.10486931,.076432593
40513,Art Institute Of Phoenix ,Private For-profit,Four-year for-profit,Four-year,KY,2,.15116869,.14508416
40513,Art Institute Of Phoenix ,Private For-profit,Four-year for-profit,Four-year,KY,3,.23352289,.15219674
40513,Art Institute Of Phoenix ,Private For-profit,Four-year for-profit,Four-year,KY,4,.26568705,.19862294
40513,Art Institute Of Phoenix ,Private For-profit,Four-year for-profit,Four-year,KY,5,.24475214,.25048757
7470,Art Institute Of Pittsburgh ,Private For-profit,Four-year for-profit,Four-year,PA,1,.14400798,.11945039
7470,Art Institute Of Pittsburgh ,Private For-profit,Four-year for-profit,Four-year,PA,2,.20377597,.10805248
7470,Art Institute Of Pittsburgh ,Private For-profit,Four-year for-profit,Four-year,PA,3,.23728739,.12450304
7470,Art Institute Of Pittsburgh ,Private For-profit,Four-year for-profit,Four-year,PA,4,.24065527,.13608889
7470,Art Institute Of Pittsburgh ,Private For-profit,Four-year for-profit,Four-year,PA,5,.17427336,.1922702
7819,Art Institute Of Portland ,Private For-profit,Four-year for-profit,Four-year,OR,1,.0895807,.18936598
7819,Art Institute Of Portland ,Private For-profit,Four-year for-profit,Four-year,OR,2,.12644061,.10191503
7819,Art Institute Of Portland ,Private For-profit,Four-year for-profit,Four-year,OR,3,.22598422,.21070984
7819,Art Institute Of Portland ,Private For-profit,Four-year for-profit,Four-year,OR,4,.28031215,.139633
7819,Art Institute Of Portland ,Private For-profit,Four-year for-profit,Four-year,OR,5,.2776823,.22142416
22913,Art Institute Of Seattle ,Private For-profit,Four-year for-profit,Four-year,WA,1,.10604829,.18848959
22913,Art Institute Of Seattle ,Private For-profit,Four-year for-profit,Four-year,WA,2,.1473549,.15624171
22913,Art Institute Of Seattle ,Private For-profit,Four-year for-profit,Four-year,WA,3,.20803979,.18118694
22913,Art Institute Of Seattle ,Private For-profit,Four-year for-profit,Four-year,WA,4,.25033227,.16952012
22913,Art Institute Of Seattle ,Private For-profit,Four-year for-profit,Four-year,WA,5,.28822473,.19526511
25578,Art Institute Of York  - Pennsylvania,Private For-profit,Four-year for-profit,Four-year,PA,1,.052165158,.1312511
25578,Art Institute Of York  - Pennsylvania,Private For-profit,Four-year for-profit,Four-year,PA,2,.15882942,.1021326
25578,Art Institute Of York  - Pennsylvania,Private For-profit,Four-year for-profit,Four-year,PA,3,.26292184,.1096705
25578,Art Institute Of York  - Pennsylvania,Private For-profit,Four-year for-profit,Four-year,PA,4,.34945276,.1359569
25578,Art Institute Of York  - Pennsylvania,Private For-profit,Four-year for-profit,Four-year,PA,5,.17663085,.24446751
10248,Art Institutes International Minnesota ,Private For-profit,Four-year for-profit,Four-year,MN,1,.082090713,.07770896
10248,Art Institutes International Minnesota ,Private For-profit,Four-year for-profit,Four-year,MN,2,.18513568,.13802265
10248,Art Institutes International Minnesota ,Private For-profit,Four-year for-profit,Four-year,MN,3,.23528259,.1915521
10248,Art Institutes International Minnesota ,Private For-profit,Four-year for-profit,Four-year,MN,4,.27445707,.22201009
10248,Art Institutes International Minnesota ,Private For-profit,Four-year for-profit,Four-year,MN,5,.22303404,.20261224
1952,Asbury College,Private Non-profit,Selective private,Four-year,KY,1,.034568813,.22743697
1952,Asbury College,Private Non-profit,Selective private,Four-year,KY,2,.10000917,.20359947
1952,Asbury College,Private Non-profit,Selective private,Four-year,KY,3,.20759381,.17502488
1952,Asbury College,Private Non-profit,Selective private,Four-year,KY,4,.29563022,.20101766
